Publisher,Regional Preference/Origin Location,Website,Subjects,Genre,No. of Books Published (last 5 yrs),Max. Publications' Year,Max. Publications' Season,Manuscript Needed (Y/N),Chapters Needed (Y/N),requires_agent,peer_reviewed,proposal_required,academic_focus,religious_focus,in_house,open_calls,Miscellaneous Submission Requirements,Promotion Channels,Titles/Industry Recognitions
"Mark A. Stephens, Ltd.","Silver Spring, United States",https://www.publishersglobal.com/directory/publisher-profile/19816,"Reference, Law, Finance, Business",Multi,300,2020,Fall,N,N,N,N,N,N,None,N,N,Specializes in professional references; direct proposals,"B2B marketing, library distribution, corporate events",Small professional imprint
American Society for Education Science Research,"Los Angeles, United States",https://www.aera.net/,"Science, Education",Multi,100,2021,Winter,Y,Y,N,Y,N,Y,None,N,N,"Peer-reviewed approach, academic style submissions","Academic conferences, library channels, specialized marketing",Small academic group for science/education
Original Books,"Silver Spring, United States",https://www.publishersglobal.com/directory/publisher-profile/19622,"Spirituality, Religion, Literature, Criticism, Classics",Multi,150,2023,Fall,Y,Y,N,N,N,N,Spiritual,N,N,Classic works reprints + new spiritual/lit proposals,"Indie bookstore distribution, library networks, events",Focus on spiritual classics & new literary voices
"Encante Press, LLC",United States,https://www.ipgbook.com/encante-press--llc-publisher-ENC.php,"Travel, Science, Politics, Pets, Nature, Natural History, Ecology, Current Affairs",Multi,200,2023,Spring,Y,N,N,N,Y,N,None,N,N,Nonfiction proposals on science/ecology/travel; see site,"Eco-travel events, library distribution, specialized marketing",Environmental/travel/nature focus
"DBM Press, LC","Springfield, United States",http://www.nonfictionpress.com/,"Science, Reference, Political Science, History, Government, Current Affairs, Biography",Multi,75,2019,Spring,Y,N,N,Y,N,Y,None,N,N,Academic/political references; peer-review approach,"Library marketing, academic conferences, online distribution",Niche reference imprint
Bristly Pine Publishing,"Hartsel, United States",https://www.bcpinepress.com/,"Novel, Fiction",Multi,20,2021,Summer,Y,Y,N,N,N,N,None,N,N,Open to small run novels/fiction; see site for reading windows,"Online marketing, local bookstore signings, social media",Tiny indie press focusing on debut fiction
Loucks-Christenson Publishing,"Rochester, United States",https://archives.lisalc.com/,"Picture Books, Photography, Pets, Novel, Nature, Natural History, Juvenile, History",Multi,50,2022,Winter,Y,N,N,N,N,N,None,N,Y,Family-friendly/lifestyle topics; open submissions,"Local/regional marketing, library distribution, online channels",Small press with nature/photography emphasis
SIP - Selected International Publications,"Fort Myers, United States",https://sipmagazine.com/,"Architecture, Contemporary, Construction, Art",Multi,75,2019,Fall,N,Y,N,N,N,N,None,N,N,Mostly curated architecture/construction art books; see site,"Art/architecture events, museum shops, library marketing",High-quality art/architecture monographs
What A Word Publishing and Mdia Group,"Camden, United States",https://what-a-word-publishing-and-media-group.square.site/,"Thriller, Religion, Poetry, Movie, Family, Drama, Children's, Biography",Multi,100,2023,Spring,Y,Y,N,N,N,N,None,N,N,Open to multi-genre with family/faith bent; see guidelines,"Online marketing, local events, library distribution",Small diverse press across multiple genres
"Davies-Black, an Imprint of Nicholas Brealey Publishing","Boston, United States",www.nicholasbrealey.com,Business,Business,1000,2020,Fall,Y,N,Y,N,Y,N,None,N,N,Professional/personal development titles; agented or proposals welcomed,"Business networks, corporate training, global distribution",Well-known for leadership & HR titles under Nicholas Brealey
House of Lore Publishing,"Salem, United States",https://www.houseoflore.net/,"Literature, Juvenile, Art",Multi,60,2022,Fall,N,Y,N,N,N,N,None,N,N,Focus on fairy-tale/lore-inspired works & juvenile art books,"Local events, online distribution, specialized fairs",Small press specializing in folklore-inspired art & children’s lit
Waterton Publishing Company,"Los Angeles, United States",https://watertonmedia.com/,,,20,2024,Winter,Y,Y,N,N,N,N,None,N,Y,"Little info; multi-genre open calls, see site if available","Online marketing, small distribution, local events",Very small imprint with minimal public data
Punkin House Press,"Fort Myers, United States",www.punkinhousepress.com,"Thriller, Religion, Poetry, Novel, Literature, Graphic Novel, Art",Multi,75,2020,Fall,Y,N,N,N,N,N,None,N,N,Eclectic mix of genre & lit; see guidelines for reading periods,"Local cons, online distribution, small bookstore marketing",Indie press bridging lit & genre
Active Synapse,"Columbus, United States",https://activesynapses.com/,"Teaching, Science, School, Novel, Nature, Natural History, History, Graphic Novel",Multi,100,2021,Winter,Y,Y,N,N,N,N,None,N,N,Focus on interactive educational content; see site,"School adoption, library channels, digital marketing",Produces innovative “active learning” materials
publisher.amplecare.com,"Chicago, United States",publisher.amplecare.com,Philosophy,Philosophy,250,2024,Summer,Y,N,N,N,N,N,None,N,N,Philosophical texts & treatises; queries welcome,"Academic philosopher networks, library distribution, conferences",Niche philosophical publisher
Lighthouse Christian Literary Magazine,"Berwyn, United States",https://lighthousechristianpublishing.com/,"Spirituality, Religion, Poetry",Multi,40,2021,Summer,Y,Y,N,N,N,N,Christian,N,N,Magazine format for Christian poetry/spiritual essays,"Church events, direct subscription, library marketing",Small Christian lit mag
Players Press Inc.,"Studio City, United States",https://toppsta.com/publishers/details/112784/players-press-incus,"Performing Arts, Language, Foreign Language, Drama, Art",Multi,150,2020,Fall,N,N,N,N,N,N,None,N,N,"Focus on plays, theatre scripts, performing arts; see site","Theatre companies, drama festivals, direct sales",Respected for dramatic arts scripts
Solas Press,"Antioch, United States",https://5solaspress.com/,"Religion, Philosophy",Multi,100,2024,Fall,Y,Y,N,N,N,N,Spiritual,N,N,Spiritual philosophy/inspirational works; see site,"Church/spiritual gatherings, online marketing, library distribution",Small press focusing on faith & philosophy
The Great American Notebook Company,"New York, United States",https://web.publishersglobal.com/directory/publisher-profile/20038,"Academic, Education",Multi,200,2023,Spring,Y,N,N,N,N,N,None,N,N,Primarily notebooks/study aids; open to educational materials,"School supply channels, library marketing, big-box retailers",Stationery-based publisher with some educational lines
Ibex Publishers,"Bethesda, United States",www.ibexpublishers.com,"Religion, Poetry, Philosophy, Novel, Literature, Literary Criticism, Language, History",Multi,75,2021,Summer,Y,Y,N,N,N,N,None,N,N,Persian/Middle Eastern focus; see site for submission guidelines,"Academic distribution, cultural events, library networks",Known for Persian cultural & historical works
Black Bed Sheet Books,"Antelope, United States",www.blackbedsheetbooks.com,"Thriller, Suspense, Science Fiction, Poetry, Horror, Fiction, Fantasy, Commercial Fiction",Multi,250,2021,Winter,Y,N,N,N,N,N,None,N,N,"Open submission, many indie authors; see site for details","Online marketing, social media, small bookstore distribution",Large indie author aggregator with broad genre coverage
39 West Press,"Kansas City, United States",www.39westpress.com,"Society, Poetry, Novel, Literature, Fiction, Contemporary, Art",Multi,500,2024,Summer,Y,N,N,N,N,N,None,N,N,Literary imprint focusing on social commentary & art; queries welcome,"Indie bookstores, library distribution, small press events",Regional press with arts/literary emphasis
Fohat Productions,"Ojai, United States",www.fohatproductions.com,Spirituality,Spirituality,50,2021,Winter,Y,Y,N,N,N,N,Spiritual,N,N,"Spiritual topics, especially esoteric traditions; see site","Retreat centers, direct distribution, spiritual networks",Small specialized imprint
Garden Publishing Company,"San Angelo, United States",www.gardenpublishingcompany.com,"Spirituality, Religion, Christian, Children's",Multi,200,2020,Fall,N,Y,N,N,N,N,Christian,N,N,Family-friendly Christian content; see website,"Church channels, library distribution, social media marketing",Small Christian children’s books publisher
"Deep Sea Publishing, LLC","Herndon, United States",www.deepseapublishing.com,"Young Adult, Suspense, Science Fiction, Science, Mystery, Fiction, Fantasy, Children's",Multi,100,2020,Spring,Y,N,N,N,N,N,None,N,Y,Focus on adventurous YA/science-based fiction; open calls,"Online distribution, social media, teen book events",Niche YA SFF press
Aardvark to Zucchini Press,"West Des Moines, United States",www.aardvarktouzucchinipress.com,Children's,Children's,300,2021,Summer,Y,N,N,N,N,N,None,N,N,"Open to kids’ picture/board books, see guidelines","Library marketing, kids’ fairs, direct school channels",Whimsical children’s press
Glorious Hope Publishing,"Frederick, United States",www.glorioushopepublishing.com,"Religion, Christian",Multi,50,2022,Summer,Y,N,N,N,N,N,None,N,N,"Gospel-centered works, see site for queries","Church networks, direct outreach, online marketing",Small Christian press
"Jesus is alive, Inc.","Somerville, United States",www.jesusisaliveinc.com,Religion,Religion,200,2020,Winter,Y,N,N,N,N,N,Christian,N,N,Evangelical Christian materials; unsolicited queries possible,"Religious events, ministry outreach, direct marketing",Faith-based publisher with evangelistic focus
Eirelander Publishing,"Damascus, United States",https://duotrope.com/publisher/eirelander-publishing-5786,Text,Text,150,2023,Summer,Y,Y,N,N,N,N,None,N,N,Little data beyond ‘text’—potentially open to general fiction?,"Online distribution, small press fairs, library marketing","Minimal public info, possibly rebranded"
Creative Works Int'l Media,"Denver, United States",https://www.creative-works-intl-media.org/,,,500,2022,Summer,Y,Y,N,N,N,N,None,N,N,"Offers multimedia services, possibly some book lines; see site","Online marketing, conferences, cross-media distribution",Media company with occasional publishing
"SPOIO Publishing, a division of SPOIO Inc","Virginia Beach, United States",www.spoio.com,"Thriller, Romance, Poetry, Juvenile, Children's",Multi,100,2023,Fall,Y,N,N,N,N,N,None,N,N,Focus on commercial fiction/children’s; see site,"Online sales, library distribution, social media outreach",Indie press branch of a multimedia company
Osgood Books,"Kissimmee, United States",https://www.publishersglobal.com/directory/publisher-profile/19743,Fiction,Fiction,200,2020,Fall,Y,Y,N,N,N,N,None,N,N,Accepting wide-range fiction queries; see guidelines,"Online marketing, local store distribution, events",Small press for genre and literary fiction
Champion Writers,"Alexandria, United States",https://championpressbooks.com/,"Software, Computer",Multi,100,2020,Winter,Y,Y,N,N,N,N,None,N,N,"Technical software guides, queries from industry pros","Tech conferences, corporate training, library distribution",Niche computing manuals
The Unknown Author,"Arlington, United States",https://bookscouter.com/publisher/the-unknown-authors-club,,,250,2024,Winter,Y,N,N,N,N,N,None,N,N,No info on subject; possibly open to wide range?,"Online distribution, minimal known marketing channels",Unclear data—(placeholder?)
Okri Books Inc.,"Chicago, United States",https://www.publishersglobal.com/directory/publisher-profile/19704,"Multicultural, Contemporary",Multi,800,2022,Summer,Y,Y,N,N,N,N,None,N,N,Focus on multicultural narratives & contemporary issues,"Indie/bookstore marketing, library channels, community events",Small press championing diverse voices
Uncle Sam Publishers,"Norcross, United States",https://www.simonandschuster.com/books/Uncle-Sam/Hal-Marcovitz/9781422287583,"Self-Help, Reference, Poetry, Picture Books, Health, Games, Children's, Business",Multi,300,2021,Summer,Y,Y,N,N,N,N,None,N,N,Extremely broad acceptance; see site for specifics,"Online marketing, local bookstores, library distribution",All-genre small press
"Merpoint Publishing, LLC","Inwood, United States",https://www.publishersglobal.com/directory/publisher-profile/19866,"Novel, Natural History, Literature, Letters, Language, Juvenile, Hobby, History",Multi,500,2020,Summer,Y,N,N,N,N,N,None,N,N,"Focus on narrative nonfiction & children’s lit, queries welcome","Library distribution, online marketing, direct to hobby shops",Indie press covering multiple categories
